,skeleton_id,treenode_id,parent_node_id,confidence,x,y,z,radius,creator,last_edited,reviewers,tags
439,6195521,6196007,6196008,5,35264.6,65916.1,116650.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
440,6195521,6196006,6196007,5,35339.4,65898.3,116700.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
441,6195521,6196000,6196006,5,35414.1,65880.6,116750.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
442,6195521,6195999,6196000,5,35481.2,65879.3,116800.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
443,6195521,6195998,6195999,5,35548.4,65878.1,116850.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
444,6195521,6195997,6195998,5,35615.5,65876.8,116900.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
445,6195521,6195996,6195997,5,35682.6,65875.5,116950.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
446,6195521,6195995,6195996,5,35749.8,65874.3,117000.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
447,6195521,6195992,6195993,5,35948.6,65854.0,117150.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
448,6195521,6195991,6195992,5,36014.5,65844.5,117200.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
449,6195521,6195990,6195991,5,36080.4,65835.0,117250.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
450,6195521,6195989,6195990,5,36146.2,65825.5,117300.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
451,6195521,6195981,6195982,5,37439.5,65358.7,117700.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
452,6195521,6195974,6195975,5,38622.6,64625.3,117900.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
453,6195521,6195613,6195618,5,48250.5,66180.8,118400.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
454,6195521,6195612,6195613,5,48320.2,66283.4,118350.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
455,6195521,6195611,6195612,5,48389.8,66386.0,118300.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
456,6195521,6195594,6195595,5,48529.8,66608.3,118200.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
457,6195521,6195530,6195534,5,49287.9,67305.6,117700.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
458,6195521,6195529,6195530,5,49451.3,67499.4,117650.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
459,6195521,6195534,6195549,5,49139.7,67149.8,117750.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
460,6195521,6195549,6195559,5,49120.7,67028.2,117800.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
